href,id,contents,key,date,contents_order
/bbs/Gossiping/M.1624419976.A.ED7.html,yakiko01, 重症兩字很難懂?殘國五毛毫無下線,阿斯特捷利康,   27.122.14.38 06/23 11:48 ,12
/bbs/Gossiping/M.1624419976.A.ED7.html,duck60402, 得他們AZ施打比例算是高的,阿斯特捷利康,114.137.106.222 06/23 11:48 ,13
/bbs/Gossiping/M.1624419976.A.ED7.html,sunnyyoung, 超前乞食,阿斯特捷利康,  101.12.50.199 06/23 11:48 ,14
/bbs/Gossiping/M.1624419976.A.ED7.html,transcend789, 賽到的吧,阿斯特捷利康, 114.136.128.41 06/23 11:48 ,15
/bbs/Gossiping/M.1624419976.A.ED7.html,BaRanKa, 廠就在英國 最快打 目標是混打跟第三劑了,阿斯特捷利康, 210.242.38.140 06/23 11:48 ,16
/bbs/Gossiping/M.1624419976.A.ED7.html,duck60402, 喔 漏看重症兩字,阿斯特捷利康,114.137.106.222 06/23 11:49 ,17
/bbs/Gossiping/M.1624419976.A.ED7.html,BaRanKa, 他們國家打最多的也是AZ啊,阿斯特捷利康, 210.242.38.140 06/23 11:49 ,18
/bbs/Gossiping/M.1624419976.A.ED7.html,popy8789, 因為英國現在面臨印度種 又是施打AZ最多的國家,阿斯特捷利康,   1.169.68.121 06/23 11:50 ,19
/bbs/Gossiping/M.1624419976.A.ED7.html,vowpool, 重症防禦力 所以還是會得,阿斯特捷利康, 220.129.128.68 06/23 11:51 ,20
/bbs/Gossiping/M.1624419976.A.ED7.html,coolron, 太棒了  4%跟韓粉都不要打,阿斯特捷利康,111.249.138.220 06/23 11:51 ,21
/bbs/Gossiping/M.1624419976.A.ED7.html,locdan, 這麼好用，英國幹嘛延長封鎖？呵呵,阿斯特捷利康,   59.126.46.30 06/23 11:51 ,22
/bbs/Gossiping/M.1624419976.A.ED7.html,littlegreen, 現在是自己喊爽的嗎,阿斯特捷利康,   36.233.73.73 06/23 11:51 ,23
/bbs/Gossiping/M.1624419976.A.ED7.html,pippen456, 五毛粉：我只相信中國科興,阿斯特捷利康, 220.138.176.25 06/23 11:51 ,24
/bbs/Gossiping/M.1624419976.A.ED7.html,jinshun, 八卦抹黑列車,阿斯特捷利康, 27.246.131.192 06/23 11:51 ,25
/bbs/Gossiping/M.1624419976.A.ED7.html,forever430, 唯一支持高瑞,阿斯特捷利康,124.199.104.151 06/23 11:52 ,26
/bbs/Gossiping/M.1624419976.A.ED7.html,soarling, 能防重症就是好疫苗,阿斯特捷利康, 114.137.191.70 06/23 11:52 ,27
/bbs/Gossiping/M.1624419976.A.ED7.html,polo4213, AZ起飛,阿斯特捷利康, 59.120.149.171 06/23 11:52 ,28
/bbs/Gossiping/M.1624419976.A.ED7.html,skycitadel, 唯一相信高端,阿斯特捷利康, 223.136.210.84 06/23 11:52 ,29
/bbs/Gossiping/M.1624419976.A.ED7.html,matlab1106, 看英國疫情 笑死…,阿斯特捷利康,  36.236.49.221 06/23 11:53 ,30
/bbs/Gossiping/M.1624419976.A.ED7.html,iamsocool, 問題是施打率不夠...沒打的被有打傳染,阿斯特捷利康, 49.216.130.198 06/23 11:53 ,31
/bbs/Gossiping/M.1624419976.A.ED7.html,RisingTackle, 英國研究,阿斯特捷利康,   1.34.254.137 06/23 11:53 ,32
/bbs/Gossiping/M.1624419976.A.ED7.html,s9234032, 重症防護,阿斯特捷利康, 36.226.244.160 06/23 11:54 ,33
/bbs/Gossiping/M.1624419976.A.ED7.html,kenned, 重症90%有點少ㄟ  之前是染疫80 重症100,阿斯特捷利康, 118.166.98.215 06/23 11:54 ,34
/bbs/Gossiping/M.1624419976.A.ED7.html,ooigi, 看英國死亡數維持在個位數就知道啦,阿斯特捷利康,223.141.231.222 06/23 11:54 ,35
/bbs/Gossiping/M.1624419976.A.ED7.html,kenned, 現在要看三劑跟混打  據說效果更好,阿斯特捷利康, 118.166.98.215 06/23 11:55 ,36
/bbs/Gossiping/M.1624419976.A.ED7.html,unfinish, popy8789大概覺得最近打疫苗猝死的 全都是為了抹黑AZ才故意死掉的吧,阿斯特捷利康,   42.73.236.61 06/23 11:55 ,37
/bbs/Gossiping/M.1624419976.A.ED7.html,eric6789, 高端問世之前給你吹一下牛無妨,阿斯特捷利康,  36.239.233.86 06/23 11:56 ,38
/bbs/Gossiping/M.1624419976.A.ED7.html,JerryLian, 英國雖然每天幾千確整 死亡數比台低,阿斯特捷利康, 106.104.76.237 06/23 11:57 ,39
/bbs/Gossiping/M.1624419976.A.ED7.html,ji394tb, 穩了,阿斯特捷利康, 223.137.96.187 06/23 11:58 ,40
/bbs/Gossiping/M.1624419976.A.ED7.html,macrose, 死亡數的問題明顯在台灣啊，其他國家對AZ的疑慮是血栓的部分，台灣接種完死這麼多,阿斯特捷利康,  114.37.53.144 06/23 11:59 ,41
/bbs/Gossiping/M.1624419976.A.ED7.html,jeff52, AZ疫苗滿不錯的，大概是因為擋到別人財路才被瘋狂攻擊吧,阿斯特捷利康,    42.73.68.76 06/23 11:59 ,42
/bbs/Gossiping/M.1624419976.A.ED7.html,macrose, 人，必須要找出一個答案，是因為人種不同還是接種過程太過辛苦，累死老人家?,阿斯特捷利康,  114.37.53.144 06/23 12:00 ,43
/bbs/Gossiping/M.1624419976.A.ED7.html,junshinw, 梅克爾不是也打AZ,阿斯特捷利康,   42.72.112.62 06/23 12:02 ,44
/bbs/Gossiping/M.1624419976.A.ED7.html,info1994, AZ完全是利大於弊的疫苗 便宜好保存,阿斯特捷利康, 223.139.43.218 06/23 12:02 ,45
/bbs/Gossiping/M.1624419976.A.ED7.html,tpck, AZ很好 不要搞混打,阿斯特捷利康,  1.171.105.192 06/23 12:03 ,46
/bbs/Gossiping/M.1624419976.A.ED7.html,cacoi, 語畢 英國繼續封城一個月,阿斯特捷利康,118.150.129.119 06/23 12:04 ,47
/bbs/Gossiping/M.1624419976.A.ED7.html,adie, 支那人看不懂(看不到)重症的繁體啦,阿斯特捷利康, 223.136.48.169 06/23 12:05 ,48
/bbs/Gossiping/M.1624419976.A.ED7.html,kait, 重症防護率高 所以英國死亡率明顯低,阿斯特捷利康, 123.194.181.29 06/23 12:06 ,49
/bbs/Gossiping/M.1624419976.A.ED7.html,lpoijk, AZ真香~,阿斯特捷利康,   114.253.38.7 06/23 12:09 ,50
/bbs/Gossiping/M.1624419976.A.ED7.html,areett, 就算打2劑BNT也還是有人中標好嗎~重點是預防重症,阿斯特捷利康,  1.200.137.241 06/23 12:09 ,51
/bbs/Gossiping/M.1624419976.A.ED7.html,kimura0701, 穩了,阿斯特捷利康,   114.43.85.77 06/23 12:10 ,52
/bbs/Gossiping/M.1624419976.A.ED7.html,qwaszxcde, 變種前7成 變種後9成 真·超前防護,阿斯特捷利康, 110.30.129.229 06/23 12:10 ,53
/bbs/Gossiping/M.1624419976.A.ED7.html,ffaatt, 重症 中國疫苗也防,阿斯特捷利康,   1.200.130.47 06/23 12:10 ,54
/bbs/Gossiping/M.1624419976.A.ED7.html,auxiliary11, 基進黨只打國產，,阿斯特捷利康,  36.239.102.65 06/23 12:11 ,55
/bbs/Gossiping/M.1624419976.A.ED7.html,lemon81824, 我們台灣價值粉只打沒三期數據的謝謝,阿斯特捷利康,223.139.250.158 06/23 12:13 ,56
/bbs/Gossiping/M.1624419976.A.ED7.html,conanhide, 再DLC打第三劑就好了,阿斯特捷利康,114.136.165.160 06/23 12:13 ,57
/bbs/Gossiping/M.1624419976.A.ED7.html,bingchuan, 需要兩劑還是一劑就可以防重症？,阿斯特捷利康,  39.11.130.152 06/23 12:13 ,58
/bbs/Gossiping/M.1624419976.A.ED7.html,BBKOX, 應該是打完第二劑的數據吧,阿斯特捷利康, 223.137.137.73 06/23 12:13 ,59
/bbs/Gossiping/M.1624419976.A.ED7.html,mysterydream, 第二劑血栓會不會比較低阿 我比較關心這個,阿斯特捷利康,  112.78.70.104 06/23 12:27 ,60
/bbs/Gossiping/M.1624419976.A.ED7.html,wsx9731, 防重症 但還是會被傳染？,阿斯特捷利康,101.136.205.119 06/23 12:28 ,61
/bbs/Gossiping/M.1624419976.A.ED7.html,evan000000, az不錯啊 當時幹嘛一直黑,阿斯特捷利康,   118.169.1.44 06/23 12:34 ,62
/bbs/Gossiping/M.1624419976.A.ED7.html,zzoohh, 在智障八卦版AZ就是沒人要的東西一堆垃圾亂洗,阿斯特捷利康,  211.22.230.67 06/23 12:35 ,63
/bbs/Gossiping/M.1624419976.A.ED7.html,DALUGI, 糟糕 原本不敢打的老人 大概又要搶著打AZ,阿斯特捷利康,  36.237.215.37 06/23 12:40 ,64
/bbs/Gossiping/M.1624419976.A.ED7.html,nitvx, 又要搶著打az了,阿斯特捷利康,   39.11.228.54 06/23 12:40 ,65
/bbs/Gossiping/M.1624419976.A.ED7.html,NTJL, 出貨文,阿斯特捷利康,    1.163.9.220 06/23 12:41 ,66
/bbs/Gossiping/M.1624419976.A.ED7.html,doubleperson, 英國不是正被印度變種弄到大爆發？看完英國多少人打了AZ，誰信這種結論,阿斯特捷利康, 111.82.129.134 06/23 12:41 ,67
/bbs/Gossiping/M.1624419976.A.ED7.html,honey4617912, 問問皇民那為何日本不要az,阿斯特捷利康,  111.83.77.111 06/23 12:42 ,68
/bbs/Gossiping/M.1624419976.A.ED7.html,leeyeah, 漢奸高端屌打,阿斯特捷利康,   101.12.30.70 06/23 12:47 ,69
/bbs/Gossiping/M.1624419976.A.ED7.html,MisuzuXD, 因為英國之前政策是優先給全部人打一劑最近才改打兩劑的,阿斯特捷利康,   101.9.172.74 06/23 12:52 ,70
/bbs/Gossiping/M.1624419976.A.ED7.html,kj632868, 國產我99%勒 AZ你太遜,阿斯特捷利康, 115.165.236.18 06/23 12:54 ,71
/bbs/Gossiping/M.1624419976.A.ED7.html,Jack2277, 搞到最後是疫苗剛病毒有屬性問題就是,阿斯特捷利康, 36.234.197.173 06/23 13:26 ,72
/bbs/Gossiping/M.1624419976.A.ED7.html,aestheticer, 有說法是 az太便宜 別的廠商會沒利潤 才一直被黑,阿斯特捷利康,  36.225.236.57 06/23 13:37 ,73
/bbs/Gossiping/M.1624419976.A.ED7.html,Cecicly, 呃 那英國都到印度變種高的原因是？,阿斯特捷利康,   49.216.41.96 06/23 13:58 ,74
/bbs/Gossiping/M.1624419976.A.ED7.html,darlene917," 蟑螂看不懂何謂""重症防護力"".....",阿斯特捷利康,   60.251.57.70 06/23 14:03 ,75
/bbs/Gossiping/M.1624419976.A.ED7.html,ULSHAN, 在那之前要通過血栓的試煉！,阿斯特捷利康,  36.233.161.21 06/23 15:20 ,76
/bbs/Gossiping/M.1624419976.A.ED7.html,jerry543, 英國延長是因爲要讓還沒打疫苗的族群能在這段時間施打 現在主要爆發是還沒打的年輕人和只打一劑的人 但現在重症和死亡沒大幅飆高 代表還是有ㄧ定的效果,阿斯特捷利康, 92.239.109.166 06/23 16:04 ,77
/bbs/Gossiping/M.1624419976.A.ED7.html,bingchuan, 莫德納跟輝瑞對印度變種病毒是一樣的效力嗎？,阿斯特捷利康,  39.11.130.152 06/23 16:23 ,78
/bbs/Gossiping/M.1611897075.A.561.html,s820912gmail, 台灣南部需要,阿斯特捷利康, 01/29 13:11 ,1
/bbs/Gossiping/M.1611897075.A.561.html,hoe1101, 反觀吳姓立委帶港商買疫苗,阿斯特捷利康, 01/29 13:11 ,2
/bbs/Gossiping/M.1611897075.A.561.html,peter210731, 代工有機會 要用算了吧,阿斯特捷利康, 01/29 13:11 ,3
/bbs/Gossiping/M.1611897075.A.561.html,yymeow, 有政府 會做事,阿斯特捷利康, 01/29 13:12 ,4
/bbs/Gossiping/M.1611897075.A.561.html,abadjoke, 不爽不要投：想太多,阿斯特捷利康, 01/29 13:12 ,5
/bbs/Gossiping/M.1611897075.A.561.html,james732, 現在才開始蓋工廠要多久才會拿到疫苗啊？,阿斯特捷利康, 01/29 13:13 ,6
/bbs/Gossiping/M.1611897075.A.561.html,lwamp, 台灣狗官直接拒絕代工 跟智障一樣,阿斯特捷利康, 01/29 13:13 ,7
/bbs/Gossiping/M.1611897075.A.561.html,hoe1101, 短視近利就：現在蓋何時才有疫苗？,阿斯特捷利康, 01/29 13:15 ,8
/bbs/Gossiping/M.1611897075.A.561.html,sobiNOva, 台灣有疫苗工廠 不過不知道能不能跟上,阿斯特捷利康, 01/29 13:15 ,9
/bbs/Gossiping/M.1611897075.A.561.html,LBJshit, 台康生技傳出將獲國際新冠疫苗授權生產資格，牽動國產及進口疫苗競合的敏感神經。國光生技（4142）總經理留忠正表示，台康若與阿斯特捷利康藥廠合作生產疫苗，恐怕將無多餘產能與國光合作，他也建議政府不需急著引進國外疫苗來台,阿斯特捷利康, 01/29 13:18 ,10
/bbs/Gossiping/M.1611897075.A.561.html,sunchen0201, 前兩天就傳出說日本要自製9000萬劑。跟AZ在印度和深圳廠的產能脫鉤，這招算的比歐盟還準,阿斯特捷利康, 01/29 13:29 ,11
/bbs/Gossiping/M.1611897075.A.561.html,pandp, 時中：都怪外國超買，WHO又太混,阿斯特捷利康, 01/29 13:50 ,12
/bbs/Gossiping/M.1611897075.A.561.html,ecchi, 前幾天日本不是才說要來台生產日本疫苗？,阿斯特捷利康, 01/29 14:10 ,13
/bbs/Gossiping/M.1611897075.A.561.html,gwenwoo,   勝文有何感想?!,阿斯特捷利康, 01/29 16:09 ,14
/bbs/Gossiping/M.1611625828.A.257.html,ha0118, 國王的標題,阿斯特捷利康, 01/26 09:50 ,1
/bbs/Gossiping/M.1611625828.A.257.html,Ericz7000, 國王,阿斯特捷利康, 01/26 09:50 ,2
/bbs/Gossiping/M.1611625828.A.257.html,avexgroup, 標題呢,阿斯特捷利康, 01/26 09:50 ,3
/bbs/Gossiping/M.1611625828.A.257.html,koromo1991, OK 我看到了,阿斯特捷利康, 01/26 09:50 ,4
/bbs/Gossiping/M.1611625828.A.257.html,King5566, 標題,阿斯特捷利康, 01/26 09:51 ,5
/bbs/Gossiping/M.1611625828.A.257.html,kkes50717, 英國製藥公司不能出口給英國喔,阿斯特捷利康, 01/26 09:52 ,6
/bbs/Gossiping/M.1611625828.A.257.html,flavorBZ, 那個效果根本嘻嘻,阿斯特捷利康, 01/26 09:52 ,7
/bbs/Gossiping/M.1611625828.A.257.html,AustinRivers, 歐盟真噁心 講仁義道德比誰都會英國也不是歐盟了,阿斯特捷利康, 01/26 09:52 ,8
/bbs/Gossiping/M.1611625828.A.257.html,koromo1991, 感覺沒啥吧 疫苗說不定就是協議脫歐的其中一個條件,阿斯特捷利康, 01/26 09:54 ,9
/bbs/Gossiping/M.1611625828.A.257.html,miler22020, 比支那疫苗好啊 嘻嘻,阿斯特捷利康, 01/26 09:54 ,10
/bbs/Gossiping/M.1611625828.A.257.html,soarling, 中國：我這有一批疫苗 很便宜的,阿斯特捷利康, 01/26 09:54 ,11
/bbs/Gossiping/M.1611625828.A.257.html,q2825842, 現實就是幾個已發展經濟的國家都在搶Pfizer， Moderna，AZ的疫苗，中國爛疫苗完全在這些國家沒有市場，幾乎只能拿去賣窮國,阿斯特捷利康, 01/26 09:58 ,12
/bbs/Gossiping/M.1611625828.A.257.html,hotanger, 靠 那我們也拿不到了嗎？,阿斯特捷利康, 01/26 09:58 ,13
/bbs/Gossiping/M.1611625828.A.257.html,q2825842, 台灣肯定要以最大的資源和談判力度去搶歐美三款疫苗，當然目前談判保密很多訊息沒公開(不過從目前跡象來看最後能買到歐美疫苗去打臉中國五毛的機率很大),阿斯特捷利康, 01/26 10:04 ,14
/bbs/Gossiping/M.1611625828.A.257.html,tenka92417, 阿聯、沙烏地、土耳其：原來我們是窮國呀,阿斯特捷利康, 01/26 10:06 ,15
/bbs/Gossiping/M.1611625828.A.257.html,ccmvic, 綠共連個疫苗都搞這麼久真的夠爛樓上q大護航護的真辛苦...說綠共爛有這麼難嗎?,阿斯特捷利康, 01/26 10:09 ,16
/bbs/Gossiping/M.1611625828.A.257.html,q2825842, 五毛真的腦殘到把土耳其這些國家當作已開發國家？可能跟中國比，土耳其算不錯了買中國疫苗裡經濟還不錯的也只有UAE，但離真正的已發展國家還有一段距離,阿斯特捷利康, 01/26 10:13 ,17
/bbs/Gossiping/M.1611625828.A.257.html,ccmvic, 綠毛可憐蟲在吹綠共好棒棒也是一份工作,阿斯特捷利康, 01/26 10:14 ,18
/bbs/Gossiping/M.1611625828.A.257.html,dvdr2001, 台灣跟印度談牛津授權的那隻疫苗比較可能快點,阿斯特捷利康, 01/26 10:32 ,19
/bbs/Gossiping/M.1611625828.A.257.html,gwenwoo,  中共病毒  全球蔓延,阿斯特捷利康, 01/26 10:55 ,20
/bbs/Gossiping/M.1609082653.A.9D8.html,jma306,   大鵬部長  超過一百分,阿斯特捷利康, 12/27 23:26 ,1
/bbs/Gossiping/M.1609082653.A.9D8.html,qqq87112, 繼續唬爛100% 最後說病毒變異,阿斯特捷利康, 12/27 23:27 ,2
/bbs/Gossiping/M.1609082653.A.9D8.html,sbflight, 7414,阿斯特捷利康, 12/27 23:29 ,3
/bbs/Gossiping/M.1609082653.A.9D8.html,Whitening, 炒股高手,阿斯特捷利康, 12/27 23:29 ,4
/bbs/Gossiping/M.1609082653.A.9D8.html,remarque, 看太快我以為是哪家賣矽利康的XD,阿斯特捷利康, 12/28 00:02 ,5
/bbs/Gossiping/M.1609082653.A.9D8.html,ecllyhpqno19, 吹成這樣AZN股價一樣 死魚盤,阿斯特捷利康, 12/28 00:03 ,6
/bbs/Gossiping/M.1599618786.A.F77.html,s820912gmail, 變殭屍嗎,阿斯特捷利康, 09/09 10:33 ,1
/bbs/Gossiping/M.1599618786.A.F77.html,Leesanity, 部長先打,阿斯特捷利康, 09/09 10:33 ,2
/bbs/Gossiping/M.1599618786.A.F77.html,marsonele, T病毒,阿斯特捷利康, 09/09 10:33 ,3
/bbs/Gossiping/M.1599618786.A.F77.html,YLTYY, (づ′・ω・）づ有超級英雄要誕生了嗎,阿斯特捷利康, 09/09 10:33 ,4
/bbs/Gossiping/M.1599618786.A.F77.html,QBey, 無法解釋的疾病  怕,阿斯特捷利康, 09/09 10:33 ,5
/bbs/Gossiping/M.1599618786.A.F77.html,firemothra, 台灣生技的機會來了！,阿斯特捷利康, 09/09 10:34 ,6
/bbs/Gossiping/M.1599618786.A.F77.html,GoingMerry, 要進化囉,阿斯特捷利康, 09/09 10:34 ,7
/bbs/Gossiping/M.1599618786.A.F77.html,relax1129, 快逃R,阿斯特捷利康, 09/09 10:36 ,8
/bbs/Gossiping/M.1599618786.A.F77.html,kill11111, 無法解釋的疾病不會是生氣時全身都變綠色還很大隻吧,阿斯特捷利康, 09/09 10:37 ,9
/bbs/Gossiping/M.1599618786.A.F77.html,ThreekRoger, ......無法解釋的疾病,阿斯特捷利康, 09/09 10:37 ,10
/bbs/Gossiping/M.1599618786.A.F77.html,fsuhcikt, 變種人的時代要來了,阿斯特捷利康, 09/09 10:41 ,11
/bbs/Gossiping/M.1599618786.A.F77.html,justbekilled, 要逃了嗎,阿斯特捷利康, 09/09 10:48 ,12
/bbs/Gossiping/M.1599618786.A.F77.html,hw1, 小感冒嗎,阿斯特捷利康, 09/09 10:58 ,13
/bbs/Gossiping/M.1599618786.A.F77.html,finis, 無法解釋的疾病是什麼,阿斯特捷利康, 09/09 11:23 ,14
/bbs/Gossiping/M.1599618786.A.F77.html,fjuting, 無法解釋是三小,阿斯特捷利康, 09/09 11:24 ,15
/bbs/Gossiping/M.1599618786.A.F77.html,dsfrf, 變成殭屍的小感冒,阿斯特捷利康, 09/09 11:25 ,16
/bbs/Gossiping/M.1599618786.A.F77.html,ringcoke, 還有幾集,阿斯特捷利康, 09/09 11:32 ,17
/bbs/Gossiping/M.1599618786.A.F77.html,beavis77, 文雅點 叫做不可名狀,阿斯特捷利康, 09/09 11:34 ,18
/bbs/Gossiping/M.1599618786.A.F77.html,winderek, 電影要成真了，怎麼辦？,阿斯特捷利康, 09/09 12:38 ,19
/bbs/Gossiping/M.1599618786.A.F77.html,mstar,   癢  好吃,阿斯特捷利康, 09/10 01:09 ,20
